customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00184,Female,1,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),103.93,6506.94,No
C00185,Male,0,No,Yes,8,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,29.0,261.01,No
C00186,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.74,3702.91,Yes
C00187,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),60.34,3037.74,Yes
C00188,Female,0,No,Yes,24,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,18.93,467.88,No
C00189,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,62.24,1393.3,No
C00190,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.61,190.1,Yes
C00191,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,72.39,171.86,No
C00192,Female,0,No,No,68,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.86,3577.2,No
C00193,Male,0,Yes,Yes,69,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.34,4612.73,No
C00194,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,79.32,2469.86,No
C00195,Female,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,104.88,1445.92,No
C00196,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,84.19,1117.46,No
C00197,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),61.4,2417.85,No
C00198,Male,1,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),99.94,6929.36,No
C00199,Female,1,No,Yes,65,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),108.56,7153.99,Yes
C00200,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.98,1390.43,No
C00201,Female,1,No,Yes,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),71.19,2145.62,Yes
C00202,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,46.45,172.78,Yes
C00203,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),22.71,148.88,Yes
C00204,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.85,5811.42,No
C00205,Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,104.28,2975.74,No
C00206,Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,34.29,0.87,No
C00207,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.24,340.84,No
C00208,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.34,3320.34,Yes
C00209,Female,0,No,Yes,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,109.43,170.76,Yes
C00210,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.53,289.97,No
C00211,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),108.4,2669.6,No
C00212,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,50.07,1752.9,No
C00213,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),73.23,2343.54,No
C00214,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.05,193.84,Yes
C00215,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),22.39,835.39,No
C00216,Male,0,Yes,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.04,837.33,No
C00217,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.45,697.46,Yes
C00218,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,43.63,1804.65,No
C00219,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,37.04,1183.49,No
C00220,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,85.0,4871.11,No
C00221,Male,0,No,No,32,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),18.04,582.54,No
C00222,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,98.59,2501.27,No
C00223,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.92,62.44,No
C00224,Male,1,No,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.15,500.69,No
C00225,Male,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),56.62,535.23,No
C00226,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,66.49,584.47,No
C00227,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.5,3921.96,No
C00228,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),50.07,744.84,No
C00229,Female,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,114.39,7727.27,No
C00230,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,82.16,2500.83,No
C00231,Male,1,Yes,No,47,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.34,961.13,Yes
C00232,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),61.02,1226.36,No
C00233,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,105.5,2822.75,No
C00234,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.15,970.69,No
C00235,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),27.46,172.91,No
C00236,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,93.84,3570.07,No
C00237,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,78.6,806.17,No
C00238,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.03,87.39,Yes
C00239,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),23.36,770.27,Yes
C00240,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,32.05,217.1,No
C00241,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.25,5843.94,No
C00242,Male,0,No,Yes,72,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.78,2820.98,No
C00243,Male,1,No,Yes,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.41,4966.14,No
C00244,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,72.49,964.47,No
C00245,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,46.35,12.8,No
C00246,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.84,8154.33,No
C00247,Female,0,No,Yes,16,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),102.25,1659.34,No
C00248,Female,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.24,6540.69,No
C00249,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.8,1873.42,Yes
C00250,Male,0,Yes,No,57,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.61,1685.79,No
C00251,Female,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),67.28,750.64,No
C00252,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,34.07,544.27,No
C00253,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,115.83,6688.6,Yes
C00254,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,33.85,403.33,Yes
C00255,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.75,377.08,No
C00256,Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.41,1325.74,No
C00257,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.94,5923.14,No
C00258,Female,1,No,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),30.9,1139.91,No
C00259,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,61.03,1646.2,No
C00260,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45.47,140.49,No
C00261,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),106.78,3021.95,Yes
C00262,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,22.06,1607.01,No
C00263,Male,0,No,No,4,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),109.37,478.24,No
C00264,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),101.3,2201.02,No
C00265,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),47.76,2973.45,No
C00266,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),96.93,3965.7,No
C00267,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.12,750.68,No
C00268,Female,0,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),114.69,4209.56,No
C00269,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),70.66,931.91,No
C00270,Female,1,Yes,Yes,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),48.33,524.68,No
C00271,Male,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.26,2765.44,No
C00272,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.64,1223.56,No
C00273,Female,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),116.93,7220.76,No
C00274,Male,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.93,1615.94,No
C00275,Female,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.49,1912.26,Yes
C00276,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),62.27,1343.8,No
C00277,Female,1,No,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),112.89,5567.64,No
C00278,Male,1,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.6,1393.58,Yes
C00279,Male,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,71.21,2574.33,No
C00280,Female,1,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,66.24,3174.6,Yes
C00281,Female,0,Yes,Yes,66,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,88.29,6001.82,No
C00282,Male,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,24.8,335.77,Yes
C00283,Female,0,No,No,14,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),37.38,595.24,Yes
C00284,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,39.46,140.45,Yes
C00285,Male,0,No,No,25,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,91.82,2456.16,No
C00286,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),36.91,89.07,No
C00287,Male,0,No,Yes,18,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.35,1470.91,No
C00288,Female,0,No,Yes,23,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,39.52,950.31,Yes
C00289,Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,104.16,1234.14,No
C00290,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,112.22,3102.89,No
C00291,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.85,117.89,No
C00292,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,53.23,124.88,No
C00293,Male,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.41,2137.14,No
C00294,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),22.98,300.38,No
C00295,Female,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,44.85,263.33,No
C00296,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,83.42,1933.03,No
C00297,Female,0,No,Yes,44,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,71.36,3182.39,No
C00298,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.4,820.33,No
C00299,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,57.63,1766.88,No
C00300,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.39,320.99,Yes
C00301,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,66.93,175.96,No
C00302,Female,1,No,Yes,22,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.26,1613.08,No
C00303,Female,1,No,Yes,23,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.78,1062.72,Yes
C00304,Male,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,63.5,1943.62,No
C00305,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),65.08,2474.15,No
C00306,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,88.66,6531.34,No
C00307,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,112.06,2372.86,No
C00308,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,50.93,624.48,No
C00309,Male,0,Yes,No,47,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,22.22,1066.74,No
C00310,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.63,679.91,No
C00311,Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),72.45,1365.93,No
C00312,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),34.84,71.88,Yes
C00313,Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.05,145.48,Yes
C00314,Male,0,No,Yes,72,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,116.49,8399.41,No
C00315,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),112.58,6087.91,No
C00316,Male,0,Yes,No,35,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,37.71,1352.27,Yes
C00317,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.54,1596.41,Yes
C00318,Male,1,No,Yes,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),88.45,581.85,No
C00319,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.38,384.03,Yes
C00320,Male,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.06,580.67,Yes
C00321,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),102.96,2376.42,No
C00322,Female,1,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),66.01,2523.25,Yes
C00323,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.32,1859.43,No
C00324,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.32,664.83,Yes
C00325,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.91,5549.72,No
C00326,Male,0,No,Yes,40,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),36.91,1535.44,Yes
C00327,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.09,2726.14,No
C00328,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.42,2430.16,Yes
